smiles,rt,filename,canonical_smiles,mol_idx,mol_id
O=C(O)C(N)CCC(=O)N,0.537,0319_rtdata.tsv,NC(=O)CCC(N)C(=O)O,257,M00257
O=C1NC(=O)C=2NC=NC2N1,0.959,0319_rtdata.tsv,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,71,M00071
O=C1NC(=O)C=2NC(=O)NC2N1,0.702,0319_rtdata.tsv,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,70,M00070
N1=CN=C(N)C=2NC=NC12,2.953,0319_rtdata.tsv,Nc1ncnc2nc[nH]c12,409,M00409
O=C1N=C(N)NC=2N=CNC12,1.545,0319_rtdata.tsv,Nc1nc(=O)c2[nH]cnc2[nH]1,1891,M01891
O=C1NC(=O)CC(N1)C(=O)O,0.608,0319_rtdata.tsv,O=C1CC(C(=O)O)NC(=O)N1,1002,M01002
O=C(O)CC(C(=O)O)C(O)C(=O)O,0.702,0319_rtdata.tsv,O=C(O)CC(C(=O)O)C(O)C(=O)O,518,M00518
O=C(O)C1(O)CC(O)C(O)C(O)C1,0.586,0319_rtdata.tsv,O=C(O)C1(O)CC(O)C(O)C(O)C1,58,M00058
OC=1C(=NC=C(C1CO)CO)C,0.724,0319_rtdata.tsv,Cc1ncc(CO)c(CO)c1O,345,M00345
O=C(O)C(N)CC1=CC=C(O)C(O)=C1,0.702,0319_rtdata.tsv,NC(Cc1ccc(O)c(O)c1)C(=O)O,973,M00973
O=C1C=CN(C(=O)N1)C2OC(COP(=O)(O)O)C(O)C2O,0.657,0319_rtdata.tsv,O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,1048,M01048
O=C1N=C(N)C=CN1C2OC(CO)C(O)C2O,0.586,0319_rtdata.tsv,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,422,M00422
O=C1N=C(N)C=CN1C2OC(COP(=O)(O)O)C(O)C2,0.608,0319_rtdata.tsv,Nc1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)n1,1432,M01432
O=C(O)C(NC(=O)CCN)CC1=CN=CN1,0.537,0319_rtdata.tsv,NCCC(=O)NC(Cc1cnc[nH]1)C(=O)O,996,M00996
OC=1N=C(O)C=2N=CN(C2N1)C3OC(CO)C(O)C3O,2.132,0319_rtdata.tsv,OCC1OC(n2cnc3c(O)nc(O)nc32)C(O)C1O,1892,M01892
OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,0.582,0319_rtdata.tsv,OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,173,M00173
O=C1N=C(N)C=CN1C2OC(COP(=O)(O)OP(=O)([O-])OCC[N+](C)(C)C)C(O)C2O,0.582,0319_rtdata.tsv,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,1893,M01893
O=C1NC(=O)N(C=C1C)C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2,0.702,0319_rtdata.tsv,Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)O2)c(=O)[nH]c1=O,1538,M01538
O=C(O)C(N)CS(=O)(=O)O,0.56,0319_rtdata.tsv,NC(CS(=O)(=O)O)C(=O)O,1424,M01424
O=C(O)C(O)C(O)C(=O)O,0.605,0319_rtdata.tsv,O=C(O)C(O)C(O)C(=O)O,57,M00057
O=C(O)C1NC(=O)CC1,0.725,0319_rtdata.tsv,O=C1CCC(C(=O)O)N1,523,M00523
O=C(O)C(NC(=O)C)CC(=O)N,0.631,0319_rtdata.tsv,CC(=O)NC(CC(N)=O)C(=O)O,1481,M01481
O=C(O)C1OC(O)C(O)C(O)C1O,0.56,0319_rtdata.tsv,O=C(O)C1OC(O)C(O)C(O)C1O,551,M00551
O=C(O)C(O)C(O)C(O)C(O)C(=O)O,0.582,0319_rtdata.tsv,O=C(O)C(O)C(O)C(O)C(O)C(=O)O,301,M00301
O=C(O)C(O)C(O)C(O)C(O)CO,0.56,0319_rtdata.tsv,O=C(O)C(O)C(O)C(O)C(O)CO,218,M00218
O=P(O)(O)OCC1OC(O)C(O)C(O)C1O,0.56,0319_rtdata.tsv,O=P(O)(O)OCC1OC(O)C(O)C(O)C1O,219,M00219
O=C(O)C(N)CC=1N=CNC1,0.533,0319_rtdata.tsv,NC(Cc1c[nH]cn1)C(=O)O,1895,M01895
O=C1C=2NC=NC2N(C(=O)N1C)C,3.022,0319_rtdata.tsv,Cn1c(=O)c2[nH]cnc2n(C)c1=O,381,M00381
O=C(O)C1=CC(=O)C(O)C(O)C1,0.702,0319_rtdata.tsv,O=C(O)C1=CC(=O)C(O)C(O)C1,1380,M01380
OC1=CC=C(C=C1O)CCN,0.725,0319_rtdata.tsv,NCCc1ccc(O)c(O)c1,1004,M01004
O=C(O)C(N)CCSSCCC(N)C(=O)O,0.605,0319_rtdata.tsv,NC(CCSSCCC(N)C(=O)O)C(=O)O,1458,M01458
O=C(O)C1=C(O)C(=NC=C1CO)C,1.52,0319_rtdata.tsv,Cc1ncc(CO)c(C(=O)O)c1O,980,M00980
O=C1NC(=NC2=C1N=CN2C3OC4COP(=O)(O)OC4C3O)N,1.751,0319_rtdata.tsv,Nc1nc2c(ncn2C2OC3COP(=O)(O)OC3C2O)c(=O)[nH]1,1423,M01423
O=C1NC(=O)C=2N=CN(C2N1)C3OC(COP(=O)(O)O)C(O)C3O,0.695,0319_rtdata.tsv,O=c1[nH]c(=O)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1,1528,M01528
O=C1NC(=NC2=C1N=CN2C3OC(CO)C(O)C3)N,1.8,0319_rtdata.tsv,Nc1nc2c(ncn2C2CC(O)C(CO)O2)c(=O)[nH]1,1433,M01433
O=C1C=CN(C(=O)N1)C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O,0.602,0319_rtdata.tsv,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1,1551,M01551
O=P(O)(OCC1OC(N2C=NC=3C(=NC=NC32)N)C(O)C1O)OP(=O)(O)OC4OC(CO)C(O)C(O)C4O,0.602,0319_rtdata.tsv,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OC2OC(CO)C(O)C(O)C2O)C(O)C1O,1407,M01407
O=C(O)CNC(=O)C(NC(=O)CCC(N)C(=O)O)CSCCCCCC,4.864,0319_rtdata.tsv,CCCCCCSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,1515,M01515
O=C1N=C2C(=NC=3C=C(C(=CC3N2CC(O)C(O)C(O)CO)C)C)C(=O)N1,3.717,0319_rtdata.tsv,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,356,M00356
O=C1C=CN(C(=O)N1)C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3NC(=O)C)C(O)C2O,0.602,0319_rtdata.tsv,CC(=O)NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC(CO)C(O)C1O,1554,M01554
O=C1N=C2C(=NC=3C=C(C(=CC3N2CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC4OC(N5C=NC=6C(=NC=NC65)N)C(O)C4O)C)C)C(=O)N1,3.342,0319_rtdata.tsv,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,198,M00198
O=C(O)C(N)COP(=O)(O)O,0.58,0319_rtdata.tsv,NC(COP(=O)(O)O)C(=O)O,319,M00319
O=C(O)CCC(=O)CN,1.096,0319_rtdata.tsv,NCC(=O)CCC(=O)O,981,M00981
O=C(O)C(NC(=O)C)C,1.096,0319_rtdata.tsv,CC(=O)NC(C)C(=O)O,1480,M01480
O=P(O)(O)OC1OC(CO)C(O)C(O)C1O,0.557,0319_rtdata.tsv,O=P(O)(O)OC1OC(CO)C(O)C(O)C1O,1451,M01451
O=C(CO)C(O)C(O)C(O)COP(=O)(O)O,0.557,0319_rtdata.tsv,O=C(CO)C(O)C(O)C(O)COP(=O)(O)O,1447,M01447
O=C(O)C(NC(=O)C)CCSC,2.969,0319_rtdata.tsv,CSCCC(NC(C)=O)C(=O)O,1484,M01484
OC=1C(=NC=C(C1CN)CO)C,0.535,0319_rtdata.tsv,Cc1ncc(CO)c(CN)c1O,343,M00343
O=C(NC(C(=O)O)CCCCN)C,0.58,0319_rtdata.tsv,CC(=O)NC(CCCCN)C(=O)O,1489,M01489
O=S(=O)(O)OC1=CNC=2C=CC=CC12,2.806,0319_rtdata.tsv,O=S(=O)(O)Oc1c[nH]c2ccccc12,1337,M01337
O=C(O)C(N)CC1=CC=C(O)C(=C1)[N+](=O)[O-],2.384,0319_rtdata.tsv,NC(Cc1ccc(O)c([N+](=O)[O-])c1)C(=O)O,1024,M01024
O=C1N=C(N)C=CN1C2OC(CO)C3OP(=O)(O)OC23,0.58,0319_rtdata.tsv,Nc1ccn(C2OC(CO)C3OP(=O)(O)OC32)c(=O)n1,1426,M01426
O=C1C=CN(C(=O)N1)C2OC(COP(=O)(O)O)C(O)C2,0.695,0319_rtdata.tsv,O=c1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1,1436,M01436
O=C1N=C(N)C=CN1C2OC(COP(=O)(O)O)C(O)C2O,0.58,0319_rtdata.tsv,Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1,1637,M01637
O=C(N)C=1N=CN(C1N)C2OC(COP(=O)(O)O)C(O)C2O,0.602,0319_rtdata.tsv,NC(=O)c1ncn(C2OC(COP(=O)(O)O)C(O)C2O)c1N,1408,M01408
N=C(O)CC1=CNC=2C=CC=CC21,3.582,0319_rtdata.tsv,N=C(O)Cc1c[nH]c2ccccc12,1900,M01900
O=C(O)C=CC1=CC=C(O)C(OC)=C1,4.006,0319_rtdata.tsv,COc1cc(C=CC(=O)O)ccc1O,199,M00199
OCCC1=CNC=2C=CC=CC21,4.028,0319_rtdata.tsv,OCCc1c[nH]c2ccccc12,387,M00387
O=C(O)C(NC(=O)C)CC=1C=CC=CC1,4.028,0319_rtdata.tsv,CC(=O)NC(Cc1ccccc1)C(=O)O,1021,M01021
O=C(NCCC1=CNC=2C=CC(OC)=CC21)C,4.148,0319_rtdata.tsv,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,1473,M01473
[H]C12CCC(O)(C(=O)CO)C2(C)CC(O)C3([H])C4(C(=CC(=O)CC4)CCC13[H])C,5.106,0319_rtdata.tsv,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1419,M01419
O=C(C)C1CCC2C3CC=C4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C,5.996,0319_rtdata.tsv,CC(=O)C1CCC2C3CC=C4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C,1505,M01505
O=C(OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C)C,5.434,0319_rtdata.tsv,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1420,M01420
O=C(O)CNC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,6.276,0319_rtdata.tsv,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,494,M00494
[H]C12CCC(C(C)CCC(=O)NCC(=O)O)C2(C)C(O)CC3([H])C4(C)CCC(O)CC4CC(O)C13[H],6.019,0319_rtdata.tsv,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,493,M00493
O=C(O)CCCC,2.877,0319_rtdata.tsv,CCCCC(=O)O,2129,M02129
O=C(O)C(O)CCSC,2.713,0319_rtdata.tsv,CSCCC(O)C(=O)O,1368,M01368
O=C1OCCCC1,2.877,0319_rtdata.tsv,O=C1CCCCO1,1567,M01567
O=C(O)C(C(=O)O)CC,2.481,0319_rtdata.tsv,CCC(C(=O)O)C(=O)O,1445,M01445
O=C(O)CC(=O)OCC,2.481,0319_rtdata.tsv,CCOC(=O)CC(=O)O,1647,M01647
N1=CN=C(SC)C=2NC=NC12,3.511,0319_rtdata.tsv,CSc1ncnc2nc[nH]c12,1521,M01521
O=C(O)CCCCCC(=O)O,3.534,0319_rtdata.tsv,O=C(O)CCCCCC(=O)O,1401,M01401
O=CC=1C=CC=CC1,3.063,0319_rtdata.tsv,O=Cc1ccccc1,1534,M01534
O=C(O)C=1C=C(O)C=C(N)C1,0.722,0319_rtdata.tsv,Nc1cc(O)cc(C(=O)O)c1,1649,M01649
O=C(O)C=1C=CC=C(O)C1N,0.722,0319_rtdata.tsv,Nc1c(O)cccc1C(=O)O,974,M00974
O=C(O)C1=CC=C(O)C(N)=C1,0.722,0319_rtdata.tsv,Nc1cc(C(=O)O)ccc1O,1652,M01652
OC1=CC=CC(=C1)CO,2.832,0319_rtdata.tsv,OCc1cccc(O)c1,1594,M01594
OC=1C=CC=CC1OC,2.832,0319_rtdata.tsv,COc1ccccc1O,224,M00224
O=C(O)C(O)C=1C=CC=CC1,3.063,0319_rtdata.tsv,O=C(O)C(O)c1ccccc1,1648,M01648
O=C(O)CC1=CC=C(O)C(O)=C1,2.832,0319_rtdata.tsv,O=C(O)Cc1ccc(O)c(O)c1,1139,M01139
O=C(O)C=CC1=CC=C(O)C(O)=C1,3.463,0319_rtdata.tsv,O=C(O)C=Cc1ccc(O)c(O)c1,144,M00144
O=C(O)C(N)CC1=CC(I)=C(O)C(I)=C1,3.676,0319_rtdata.tsv,NC(Cc1cc(I)c(O)c(I)c1)C(=O)O,1377,M01377
OC=1C=C2C(=CC1O)C(NCC2)C,0.722,0319_rtdata.tsv,CC1NCCc2cc(O)c(O)cc21,1213,M01213
[H]C12NC(=O)NC2([H])C(SC1)CCCCC(=O)O,3.553,0319_rtdata.tsv,O=C(O)CCCCC1SCC2NC(=O)NC21,141,M00141
O=C1NC(C)C(N1)CCCCCC(=O)O,3.977,0319_rtdata.tsv,CC1NC(=O)NC1CCCCCC(=O)O,1437,M01437
O=C(O)CCCCCCCCC(=O)O,5.006,0319_rtdata.tsv,O=C(O)CCCCCCCCC(=O)O,1513,M01513
O=C(O)C=1C=CN=C2C=CC=CC21,4.114,0319_rtdata.tsv,O=C(O)c1ccnc2ccccc12,1396,M01396
O=C(NCCC1=CNC=2C=CC(O)=CC21)C,3.203,0319_rtdata.tsv,CC(=O)NCCc1c[nH]c2ccc(O)cc12,1018,M01018
OCC1OC(OC2(OC(CO)C(O)C2O)CO)C(O)C(O)C1O,0.602,0319_rtdata.tsv,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,373,M00373
OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,0.602,0319_rtdata.tsv,OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,282,M00282
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,0.602,0319_rtdata.tsv,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,147,M00147
OCC1OC(OCC2OC(O)(CO)C(O)C2O)C(O)C(O)C1O,0.602,0319_rtdata.tsv,OCC1OC(OCC2OC(O)(CO)C(O)C2O)C(O)C(O)C1O,1503,M01503
O=C(O)CC(=O)C,0.58,0319_rtdata.tsv,CC(=O)CC(=O)O,2131,M02131
O=C1C=CC=C(O)N1,2.711,0319_rtdata.tsv,O=c1cccc(O)[nH]1,1530,M01530
O=C(O)C(=C)CC(=O)O,2.17,0319_rtdata.tsv,C=C(CC(=O)O)C(=O)O,1464,M01464
O=C(O)C=C(C(=O)O)C,2.17,0319_rtdata.tsv,CC(=CC(=O)O)C(=O)O,1593,M01593
O=C(OC)CC(=O)C,0.58,0319_rtdata.tsv,COC(=O)CC(C)=O,1582,M01582
O=C(O)CCC(C(=O)O)C,2.967,0319_rtdata.tsv,CC(CCC(=O)O)C(=O)O,1370,M01370
O=C(O)CCCC(=O)OC,2.967,0319_rtdata.tsv,COC(=O)CCCC(=O)O,1584,M01584
OCC1OC(O)(CO)C(O)C1O,0.557,0319_rtdata.tsv,OCC1OC(O)(CO)C(O)C1O,1658,M01658
OCC1(O)OCC(O)C(O)C1O,0.557,0319_rtdata.tsv,OCC1(O)OCC(O)C(O)C1O,1446,M01446
OC1C(O)C(O)C(O)C(O)C1O,0.557,0319_rtdata.tsv,OC1C(O)C(O)C(O)C(O)C1O,302,M00302
OCC1OC(O)C(O)C(O)C1O,0.557,0319_rtdata.tsv,OCC1OC(O)C(O)C(O)C1O,116,M00116
[H]C1(O)C(O)OC([H])(CO)C([H])(O)C1([H])O,0.557,0319_rtdata.tsv,OCC1OC(O)C(O)C(O)C1O,116,M00116
O=C(CO)C(O)C(O)C(O)CO,0.557,0319_rtdata.tsv,O=C(CO)C(O)C(O)C(O)CO,168,M00168
O=C(O)C1=CC(O)=CC=C1O,3.105,0319_rtdata.tsv,O=C(O)c1cc(O)ccc1O,211,M00211
O=C(NC(C(=O)O)CC(C)C)C,3.883,0319_rtdata.tsv,CC(=O)NC(CC(C)C)C(=O)O,1483,M01483
O=C(OC=1C=CC=CC1)C,2.941,0319_rtdata.tsv,CC(=O)Oc1ccccc1,1653,M01653
O=C(O)CC=1C=CC=CC1,2.941,0319_rtdata.tsv,O=C(O)Cc1ccccc1,1328,M01328
O=C(O)CC1=CC=C(O)C(OC)=C1,2.941,0319_rtdata.tsv,COc1cc(CC(=O)O)ccc1O,1112,M01112
O=C(O)C(O)CC1=CC=C(O)C=C1,2.941,0319_rtdata.tsv,O=C(O)C(O)Cc1ccc(O)cc1,1218,M01218
O=C(O)C(O)C1=CC=C(O)C(OC)=C1,1.585,0319_rtdata.tsv,COc1cc(C(O)C(=O)O)ccc1O,1214,M01214
O=C(C)CCCCCCCCC,5.715,0319_rtdata.tsv,CCCCCCCCCC(C)=O,1531,M01531
O=C(O)C=1C=CC=2C=CC=CC2C1O,5.832,0319_rtdata.tsv,O=C(O)c1ccc2ccccc2c1O,1663,M01663
O=C(O)CCCCCCCCCCCO,5.715,0319_rtdata.tsv,O=C(O)CCCCCCCCCCCO,1498,M01498
O=C(O)C(N)CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1,5.502,0319_rtdata.tsv,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,1524,M01524
O=C(O)C(N)CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1,5.2,0319_rtdata.tsv,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,1468,M01468
O=C(OC(C(=O)O)CC1=CC=C(O)C(O)=C1)C=CC2=CC=C(O)C(O)=C2,4.38,0319_rtdata.tsv,O=C(C=Cc1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,358,M00358
O=C(O)CCCCCCCC=CCC=CCCCCC,7.097,0319_rtdata.tsv,CCCCCC=CCC=CCCCCCCCC(=O)O,261,M00261
O=C(O)CCCCCCCC=CCCCCCCCC,7.285,0319_rtdata.tsv,CCCCCCCCC=CCCCCCCCC(=O)O,318,M00318
O=C(O)C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C,5.409,0319_rtdata.tsv,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,2133,M02133
O=C(O)CCCCCCCCCCCCCCCCCCC,7.799,0319_rtdata.tsv,CCCCCCCCCCCCCCCCCCCC(=O)O,478,M00478
[H]C12CCC3(C)C(O)(C(=O)CO)CCC3([H])C2([H])CCC4=CC(=O)CCC41C,5.409,0319_rtdata.tsv,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO,1417,M01417
O=C1C=C2CCC3C4CCC(C(=O)CO)C4(C)CC(O)C3C2(C)CC1,5.409,0319_rtdata.tsv,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,1418,M01418
[H]C12CCC(C(C)CCC(=O)O)C2(C)CCC3([H])C4(C)CCC(O)CC4CCC13[H],6.838,0319_rtdata.tsv,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,502,M00502
O=C(NCCS(=O)(=O)O)CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,7.542,0319_rtdata.tsv,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,1469,M01469
[H]C(O)(C=CCCCCCCCCCCCCC)C([H])(NC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,8.809,0319_rtdata.tsv,CCCCCCCCCCCCCC=CC(O)C(COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCC,1591,M01591
C(CC(=O)O)C(C(=O)O)O,0.721,0319_rtdata.tsv,O=C(O)CCC(O)C(=O)O,1904,M01904
C(C(C(=O)O)O)(C(=O)O)O,0.605,0319_rtdata.tsv,O=C(O)C(O)C(O)C(=O)O,57,M00057
CCC(C)C(=O)NCC(=O)O,2.833,0319_rtdata.tsv,CCC(C)C(=O)NCC(=O)O,1905,M01905
C(CC(C(=O)O)O)CC(=O)O,1.306,0319_rtdata.tsv,O=C(O)CCCC(O)C(=O)O,3245,M03245
C1=CC(=CC=C1CCC(=O)O)O,3.746,0319_rtdata.tsv,O=C(O)CCc1ccc(O)cc1,1113,M01113
CC(C)C(CC(=O)O)(C(=O)O)O,3.347,0319_rtdata.tsv,CC(C)C(O)(CC(=O)O)C(=O)O,241,M00241
C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O,4.965,0319_rtdata.tsv,O=C(O)CCCc1c[nH]c2ccccc12,1907,M01907
C(CC(=O)O)C(=O)C(=O)O,0.698,0319_rtdata.tsv,O=C(O)CCC(=O)C(=O)O,86,M00086
C(CC(=O)C(=O)O)CC(=O)O,1.003,0319_rtdata.tsv,O=C(O)CCCC(=O)C(=O)O,1602,M01602
CC(CC(=O)O)(CC(=O)O)O,1.261,0319_rtdata.tsv,CC(O)(CC(=O)O)CC(=O)O,93,M00093
C1=CC(=CC(=C1)O)C(C(=O)O)O,1.896,0319_rtdata.tsv,O=C(O)C(O)c1cccc(O)c1,2136,M02136
C(C(CC(=O)O)C(=O)O)C(=O)O,1.118,0319_rtdata.tsv,O=C(O)CC(CC(=O)O)C(=O)O,1822,M01822
C1=CC(=CC(=C1)O)C(CC(=O)O)O,2.975,0319_rtdata.tsv,O=C(O)CC(O)c1cccc(O)c1,1823,M01823
C1=CC=C2C(=C1)C(=CN2)CCC(=O)O,4.661,0319_rtdata.tsv,O=C(O)CCc1c[nH]c2ccccc12,237,M00237
COC1=C(C=CC(=C1)CC(C(=O)O)O)O,3.254,0319_rtdata.tsv,COc1cc(CC(O)C(=O)O)ccc1O,1909,M01909
CC(CC(=O)O)CC(=O)O,2.881,0319_rtdata.tsv,CC(CC(=O)O)CC(=O)O,1475,M01475
C(C(CC(=O)O)O)C(=O)O,0.84,0319_rtdata.tsv,O=C(O)CC(O)CC(=O)O,1910,M01910
CC(=CC(=O)NCC(=O)O)C,2.926,0319_rtdata.tsv,CC(C)=CC(=O)NCC(=O)O,3246,M03246
CC(CCC(=O)O)CC(=O)O,3.51,0319_rtdata.tsv,CC(CCC(=O)O)CC(=O)O,1911,M01911
CCCC(C(C(=O)O)O)C(=O)O,3.275,0319_rtdata.tsv,CCCC(C(=O)O)C(O)C(=O)O,1912,M01912
C(CCC(=O)O)CC(CC(=O)O)O,3.018,0319_rtdata.tsv,O=C(O)CCCCC(O)CC(=O)O,1913,M01913
COC1=C(C=CC(=C1)C(C(=O)O)O)O,1.591,0319_rtdata.tsv,COc1cc(C(O)C(=O)O)ccc1O,1214,M01214
C(CCCC(=O)O)CCC(CC(=O)O)O,4.122,0319_rtdata.tsv,O=C(O)CCCCCCC(O)CC(=O)O,1914,M01914
CC(C)C(=O)C(=O)O,1.752,0319_rtdata.tsv,CC(C)C(=O)C(=O)O,2137,M02137
C1CC(NCC1O)C(=O)O,0.582,0319_rtdata.tsv,O=C(O)C1CCC(O)CN1,1915,M01915
C1=CC(=CC=C1CC(=O)O)O,3.324,0319_rtdata.tsv,O=C(O)Cc1ccc(O)cc1,1114,M01114
CC1=NC=C2COC(=O)C2=C1O,1.168,0319_rtdata.tsv,Cc1ncc2c(c1O)C(=O)OC2,1916,M01916
C(C(=CC(=O)O)C(=O)O)C(=O)O,1.261,0319_rtdata.tsv,O=C(O)C=C(CC(=O)O)C(=O)O,402,M00402
C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O,3.186,0319_rtdata.tsv,O=C(O)c1cc(=O)c2cccc(O)c2[nH]1,1529,M01529
C(=CC(=O)O)C(=O)O,0.981,0319_rtdata.tsv,O=C(O)C=CC(=O)O,202,M00202
C(CCC(=O)O)CC(=O)O,2.832,0319_rtdata.tsv,O=C(O)CCCCC(=O)O,112,M00112
C1=C(OC(=C1)C(=O)O)C(=O)O,2.01,0319_rtdata.tsv,O=C(O)c1ccc(C(=O)O)o1,1917,M01917
C1C(NC(=O)NC1=O)C(=O)O,0.654,0319_rtdata.tsv,O=C1CC(C(=O)O)NC(=O)N1,1002,M01002
C1=CC=C(C=C1)C(=O)NCC(=O)O,3.232,0319_rtdata.tsv,O=C(O)CNC(=O)c1ccccc1,229,M00229
C1=CC=C(C=C1)C=CC(=O)NCC(=O)O,4.212,0319_rtdata.tsv,O=C(O)CNC(=O)C=Cc1ccccc1,1056,M01056
C(CC(C(=O)O)N)CN=C(N)NC(CC(=O)O)C(=O)O,0.56,0319_rtdata.tsv,NC(=NCCCC(N)C(=O)O)NC(CC(=O)O)C(=O)O,1101,M01101
C1=CC=C2C(=C1)C(=CN2)C=O,4.124,0319_rtdata.tsv,O=Cc1c[nH]c2ccccc12,235,M00235
C1=CC=C2C(=C1)C(=CN2)C(=O)O,4.146,0319_rtdata.tsv,O=C(O)c1c[nH]c2ccccc12,236,M00236
C1=CC=C2C(=C1)C(=CN2)CC(=O)O,4.288,0319_rtdata.tsv,O=C(O)Cc1c[nH]c2ccccc12,82,M00082
C1=CC=C2C(=C1)C(=CN2)C=CC(=O)O,4.662,0319_rtdata.tsv,O=C(O)C=Cc1c[nH]c2ccccc12,1918,M01918
C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,3.281,0319_rtdata.tsv,O=C(O)c1cc(=O)c2ccccc2[nH]1,1014,M01014
C(C(C(C(=O)O)O)C(=O)O)C(=O)O,0.675,0319_rtdata.tsv,O=C(O)CC(C(=O)O)C(O)C(=O)O,518,M00518
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O,4.031,0319_rtdata.tsv,O=C(O)C(O)Cc1c[nH]c2ccccc12,239,M00239
CC(C(=O)O)C(=O)O,1.259,0319_rtdata.tsv,CC(C(=O)O)C(=O)O,1478,M01478
CC(CCO)(CC(=O)O)O,1.144,0319_rtdata.tsv,CC(O)(CCO)CC(=O)O,1919,M01919
C1=C(NC(=O)NC1=O)C(=O)O,0.722,0319_rtdata.tsv,O=C(O)c1cc(=O)[nH]c(=O)[nH]1,1626,M01626
