anchor_idx,positive_idx,anchor,positive,anchor_smiles,positive_smiles,type,morgan_similarity,maccs_similarity,same_scaffold,scaffold,scaffold_size,scaffold_specificity,relation_score,rank_within_type,contrastive_weight
1873,2141,M01873,M02141,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,CCCCCC=CCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,strong,0.9318181818181818,1.0,0,,0,0.0,0.8090909090909091,1,0.8090909090909091
1873,507,M01873,M00507,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,CCCCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,strong,0.8636363636363636,1.0,0,,0,0.0,0.7681818181818182,2,0.7681818181818182
1874,1875,M01874,M01875,CCCCCCCCCC(O)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,CCCCCCCCCCCCCC(O)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,strong,1.0,1.0,0,,0,0.0,0.85,1,0.85
1875,1874,M01875,M01874,CCCCCCCCCCCCCC(O)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,CCCCCCCCCC(O)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,strong,1.0,1.0,0,,0,0.0,0.85,1,0.85
1876,1871,M01876,M01871,CCCCCCCCCCCC=CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,CCCCCCCCCC=CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,strong,1.0,1.0,0,,0,0.0,0.85,1,0.85
1876,1687,M01876,M01687,CCCCCCCCCCCC=CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,CCCCCC=CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,strong,0.9743589743589743,0.9743589743589743,0,,0,0.0,0.8282051282051281,2,0.8282051282051281
1877,2120,M01877,M02120,CC(C)CCCCCCCCCCCCC(=O)O,CC(C)CCCCCCCCCCCCCC(=O)O,strong,1.0,1.0,0,,0,0.0,0.85,1,0.85
1877,2170,M01877,M02170,CC(C)CCCCCCCCCCCCC(=O)O,CC(C)CCCCCCCCCCC(=O)O,strong,1.0,1.0,0,,0,0.0,0.85,2,0.85
1877,2172,M01877,M02172,CC(C)CCCCCCCCCCCCC(=O)O,CC(C)CCCCCCCCCCCCCCC(=O)O,strong,1.0,1.0,0,,0,0.0,0.85,3,0.85
1878,2123,M01878,M02123,CCCCCCCC=CC(=O)O,CCCCCC=CC(=O)O,strong,0.9545454545454546,0.9444444444444444,0,,0,0.0,0.8088383838383839,1,0.8088383838383839
1880,1906,M01880,M01906,O=C(O)C=CCCCCCCCCC(=O)O,O=C(O)C=CCCCCC(=O)O,strong,0.9545454545454546,0.95,0,,0,0.0,0.8102272727272728,1,0.8102272727272728
1881,2124,M01881,M02124,C=CCCCCCCCC(=O)O,C=CCCCCCCCCC(=O)O,strong,1.0,1.0,0,,0,0.0,0.85,1,0.85
1888,1412,M01888,M01412,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,strong,1.0,1.0,1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,6,0.8352580650673657,0.9752887097601048,1,0.9752887097601048
1888,1638,M01888,M01638,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1,strong,0.8795180722891566,0.9859154929577465,1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,6,0.8352580650673657,0.8994784263730354,2,0.8994784263730354
1888,3263,M01888,M03263,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1,strong,0.8795180722891566,0.9859154929577465,1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,6,0.8352580650673657,0.8994784263730354,3,0.8994784263730354
1888,1488,M01888,M01488,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1,medium,0.7976190476190477,0.9722222222222222,1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,6,0.8352580650673657,0.846915693887089,1,0.846915693887089
1893,998,M01893,M00998,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,C[N+](C)(C)CCOP(=O)(O)OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O,strong,0.9354838709677419,1.0,1,O=c1ncccn1C1CCCO1,15,0.7265474540909509,0.9202724406942878,1,0.9202724406942878
1893,1416,M01893,M01416,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,NCCOP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,medium,0.696969696969697,0.8452380952380952,1,O=c1ncccn1C1CCCO1,15,0.7265474540909509,0.7384734601049847,1,0.7384734601049847
1893,1535,M01893,M01535,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)n1,medium,0.7142857142857143,0.7951807228915663,1,O=c1ncccn1C1CCCO1,15,0.7265474540909509,0.7363487274079628,2,0.7363487274079628
1896,1519,M01896,M01519,Cc1ncc(C[n+]2csc(CCOP(=O)([O-])O)c2C)c(N)n1,Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1,strong,0.8490566037735849,0.9846153846153847,1,c1ncc(C[n+]2ccsc2)cn1,4,0.8795051323147839,0.8875135782652147,1,0.8875135782652147
1896,1520,M01896,M01520,Cc1ncc(C[n+]2csc(CCOP(=O)([O-])O)c2C)c(N)n1,Cc1ncc(C[n+]2csc(CCOP(=O)([O-])OP(=O)(O)O)c2C)c(N)n1,strong,0.8245614035087719,0.9402985074626866,1,c1ncc(C[n+]2ccsc2)cn1,4,0.8795051323147839,0.8617372388181523,2,0.8617372388181523
1896,382,M01896,M00382,Cc1ncc(C[n+]2csc(CCOP(=O)([O-])O)c2C)c(N)n1,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,medium,0.6666666666666666,0.7727272727272727,1,c1ncc(C[n+]2ccsc2)cn1,4,0.8795051323147839,0.7251075880290357,1,0.7251075880290357
1900,82,M01900,M00082,N=C(O)Cc1c[nH]c2ccccc12,O=C(O)Cc1c[nH]c2ccccc12,medium,0.6875,0.6764705882352942,1,c1ccc2[nH]ccc2c1,63,0.5442457568182516,0.6632545105815612,1,0.6632545105815612
1900,1460,M01900,M01460,N=C(O)Cc1c[nH]c2ccccc12,NC(=O)Cc1c[nH]c2ccccc12,medium,0.6176470588235294,0.7647058823529411,1,c1ccc2[nH]ccc2c1,63,0.5442457568182516,0.6434015694050906,2,0.6434015694050906
1906,1880,M01906,M01880,O=C(O)C=CCCCCC(=O)O,O=C(O)C=CCCCCCCCCC(=O)O,strong,0.9545454545454546,0.95,0,,0,0.0,0.8102272727272728,1,0.8102272727272728
1907,237,M01907,M00237,O=C(O)CCCc1c[nH]c2ccccc12,O=C(O)CCc1c[nH]c2ccccc12,strong,0.8181818181818182,1.0,1,c1ccc2[nH]ccc2c1,63,0.5442457568182516,0.8225459544318287,1,0.8225459544318287
1907,82,M01907,M00082,O=C(O)CCCc1c[nH]c2ccccc12,O=C(O)Cc1c[nH]c2ccccc12,medium,0.6571428571428571,0.9285714285714286,1,c1ccc2[nH]ccc2c1,63,0.5442457568182516,0.7080654349513091,1,0.7080654349513091
1907,387,M01907,M00387,O=C(O)CCCc1c[nH]c2ccccc12,OCCc1c[nH]c2ccccc12,medium,0.6,0.8064516129032258,1,c1ccc2[nH]ccc2c1,63,0.5442457568182516,0.6432497667485441,2,0.6432497667485441
1909,1384,M01909,M01384,COc1cc(CC(O)C(=O)O)ccc1O,COc1cc(CC(N)C(=O)O)ccc1O,medium,0.7105263157894737,0.7647058823529411,1,c1ccccc1,802,0.21161295934610674,0.6492342039638355,1,0.6492342039638355
1909,1112,M01909,M01112,COc1cc(CC(O)C(=O)O)ccc1O,COc1cc(CC(=O)O)ccc1O,medium,0.6216216216216216,0.9259259259259259,1,c1ccccc1,802,0.21161295934610674,0.6361963983563704,2,0.6361963983563704
1913,1914,M01913,M01914,O=C(O)CCCCC(O)CC(=O)O,O=C(O)CCCCCCC(O)CC(=O)O,strong,0.9545454545454546,1.0,0,,0,0.0,0.8227272727272728,1,0.8227272727272728
1914,1913,M01914,M01913,O=C(O)CCCCCCC(O)CC(=O)O,O=C(O)CCCCC(O)CC(=O)O,strong,0.9545454545454546,1.0,0,,0,0.0,0.8227272727272728,1,0.8227272727272728
1917,1837,M01917,M01837,O=C(O)c1ccc(C(=O)O)o1,O=C(O)c1ccc(CO)o1,medium,0.6086956521739131,0.7391304347826086,1,c1ccoc1,12,0.7538526280001345,0.6630778942000202,1,0.6630778942000202
1923,2758,M01923,M02758,Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,medium,0.6862745098039216,0.9074074074074074,1,c1ccc(C2(Cn3cncn3)OCCO2)cc1,3,0.9088491513636503,0.7749439304387523,1,0.7749439304387523
1923,672,M01923,M00672,Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,medium,0.6481481481481481,0.9272727272727272,1,c1ccc(C2(Cn3cncn3)OCCO2)cc1,3,0.9088491513636503,0.7570344434116183,2,0.7570344434116183
1924,2175,M01924,M02175,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,COP(=S)(OC)SCn1nnc2ccccc2c1=O,medium,0.7777777777777778,0.90625,1,O=c1[nH]nnc2ccccc12,2,0.9466801716388252,0.8352311924124904,1,0.8352311924124904
1927,637,M01927,M00637,CNC(=O)C(=NOC)c1ccccc1COc1cc(C)ccc1C,CON=C(C(=O)OC)c1ccccc1COc1ccccc1C,medium,0.6226415094339622,0.782608695652174,1,c1ccc(COc2ccccc2)cc1,5,0.8555293230024756,0.6975664780237922,1,0.6975664780237922
1929,2382,M01929,M02382,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,CCOP(=O)(NC(C)C)Oc1ccc(S(C)(=O)=O)c(C)c1,medium,0.6458333333333334,0.8269230769230769,1,c1ccccc1,802,0.21161295934610674,0.6259727131326852,1,0.6259727131326852
1932,2265,M01932,M02265,COP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,medium,0.7608695652173914,0.8723404255319149,1,c1ccccc1,802,0.21161295934610674,0.7063487894153295,1,0.7063487894153295
1932,2005,M01932,M02005,COP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,medium,0.6666666666666666,0.9534883720930233,1,c1ccccc1,802,0.21161295934610674,0.6701140369251718,2,0.6701140369251718
1937,2257,M01937,M02257,CCC(C)(C)C(=O)OC1=C(c2cc(Cl)cc(Cl)c2)C(=O)OC12CCCCC2,CCC(C)(C)C(=O)OC1=C(c2ccc(Cl)cc2Cl)C(=O)OC12CCCCC2,medium,0.7192982456140351,0.9787234042553191,1,O=C1OC2(C=C1c1ccccc1)CCCCC2,2,0.9466801716388252,0.8182618241780746,1,0.8182618241780746
1942,3735,M01942,M03735,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,COP(=O)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,medium,0.75,0.8,1,c1ccccc1,802,0.21161295934610674,0.6817419439019159,1,0.6817419439019159
1945,4608,M01945,M04608,CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1Cl)n1cncn1,CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1)n1cncn1,medium,0.7021276595744681,0.9545454545454546,1,C(=Cn1cncn1)c1ccccc1,3,0.9088491513636503,0.796240332085592,1,0.796240332085592
1947,2252,M01947,M02252,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,medium,0.7837837837837838,0.9642857142857143,1,c1ccc(C(c2ccccc2)c2cncnc2)cc1,2,0.9466801716388252,0.8533437245875226,1,0.8533437245875226
1951,1952,M01951,M01952,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,medium,0.6140350877192983,0.9821428571428571,1,c1ccc(CC2CCCC2Cn2cncn2)cc1,2,0.9466801716388252,0.7559587926631169,1,0.7559587926631169
1952,1951,M01952,M01951,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,medium,0.6140350877192983,0.9821428571428571,1,c1ccc(CC2CCCC2Cn2cncn2)cc1,2,0.9466801716388252,0.7559587926631169,1,0.7559587926631169
1959,3920,M01959,M03920,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,CC(C)(COCc1cccc(Oc2ccccc2)c1)c1ccc(OC(F)(F)Br)cc1,medium,0.723404255319149,0.7878787878787878,1,c1ccc(CCOCc2cccc(Oc3ccccc3)c2)cc1,2,0.9466801716388252,0.7730142759070101,1,0.7730142759070101
1966,831,M01966,M00831,CC#Cc1cc(C)nc(Nc2ccccc2)n1,Cc1cc(C)nc(Nc2ccccc2)n1,medium,0.6666666666666666,0.9583333333333334,1,c1ccc(Nc2ncccn2)cc1,2,0.9466801716388252,0.781585359079157,1,0.781585359079157
1969,4235,M01969,M04235,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,C#CCOc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,medium,0.6538461538461539,0.9322033898305084,1,O=c1ocnn1-c1ccccc1,3,0.9088491513636503,0.7616859124698669,1,0.7616859124698669
1971,2757,M01971,M02757,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,medium,0.7021276595744681,0.9555555555555556,1,c1ccc(CCn2cncn2)cc1,6,0.8352580650673657,0.7854541943936746,1,0.7854541943936746
1972,2236,M01972,M02236,CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,medium,0.6037735849056604,0.673469387755102,1,c1ccc(CCn2cncn2)cc1,6,0.8352580650673657,0.6559202076422765,1,0.6559202076422765
1976,2254,M01976,M02254,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,medium,0.7692307692307693,0.9464285714285714,1,c1cncnc1,16,0.7185751418868361,0.8059318756786299,1,0.8059318756786299
1986,2049,M01986,M02049,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,medium,0.6041666666666666,0.9591836734693877,1,c1ccc(OCn2cncn2)cc1,2,0.9466801716388252,0.7442979441131706,1,0.7442979441131706
1991,2078,M01991,M02078,CNC(=O)Oc1ccc(N(C)C)c(C)c1,CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,medium,0.6571428571428571,1.0,1,c1ccccc1,802,0.21161295934610674,0.6760276581876303,1,0.6760276581876303
1992,2037,M01992,M02037,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,medium,0.6307692307692307,0.9402985074626866,1,c1ccc2c(c1)CCO2,6,0.8352580650673657,0.738824875087315,1,0.738824875087315
1992,2039,M01992,M02039,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,medium,0.6212121212121212,0.9242424242424242,1,c1ccc2c(c1)CCO2,6,0.8352580650673657,0.7290765885479836,2,0.7290765885479836
1995,621,M01995,M00621,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,medium,0.7450980392156863,0.9154929577464789,1,O=C(Nc1ncncn1)NS(=O)(=O)c1ccccc1,8,0.802209494641301,0.7962634871622266,1,0.7962634871622266
1995,2017,M01995,M02017,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,medium,0.6964285714285714,0.8701298701298701,1,O=C(Nc1ncncn1)NS(=O)(=O)c1ccccc1,8,0.802209494641301,0.7557210345858055,2,0.7557210345858055
1996,3873,M01996,M03873,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,Fc1cccc(F)c1-c1nnc(-c2ccccc2Cl)nn1,medium,0.6666666666666666,0.9655172413793104,1,c1ccc(-c2nnc(-c3ccccc3)nn2)cc1,2,0.9466801716388252,0.7833813360906513,1,0.7833813360906513
1998,4264,M01998,M04264,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(C(F)(F)F)cc1,medium,0.6923076923076923,0.9411764705882353,1,O=C(NC(=O)c1ccccc1)Nc1ccccc1,8,0.802209494641301,0.7710101572278693,1,0.7710101572278693
2001,4589,M02001,M04589,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(F)(F)F)n1,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2OCC(F)(F)F)n1,medium,0.75,0.9466666666666667,1,O=C(Nc1ncccn1)NS(=O)(=O)c1ccccn1,5,0.8555293230024756,0.814996065117038,1,0.814996065117038
2001,623,M02001,M00623,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(F)(F)F)n1,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,medium,0.6785714285714286,0.8947368421052632,1,O=C(Nc1ncccn1)NS(=O)(=O)c1ccccn1,5,0.8555293230024756,0.7591564661195442,2,0.7591564661195442
2005,1932,M02005,M01932,COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,COP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,medium,0.6666666666666666,0.9534883720930233,1,c1ccccc1,802,0.21161295934610674,0.6701140369251718,1,0.6701140369251718
2007,4218,M02007,M04218,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)c(Cl)c1F,medium,0.7192982456140351,1.0,1,O=C(NC(=O)c1ccccc1)Nc1ccccc1,8,0.802209494641301,0.8019103715646162,1,0.8019103715646162
2011,2065,M02011,M02065,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,medium,0.6379310344827587,0.9534883720930233,1,O=C(NC(=O)c1ccccc1)Nc1ccccc1,8,0.802209494641301,0.7414621379091062,1,0.7414621379091062
2015,621,M02015,M00621,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,medium,0.6545454545454545,0.9420289855072463,1,O=C(Nc1ncncn1)NS(=O)(=O)c1ccccc1,8,0.802209494641301,0.7485659433002795,1,0.7485659433002795
2017,3612,M02017,M03612,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,COCCOc1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC)nc(OC)n1,medium,0.7321428571428571,0.9,1,O=C(Nc1ncncn1)NS(=O)(=O)c1ccccc1,8,0.802209494641301,0.7846171384819094,1,0.7846171384819094
2017,1995,M02017,M01995,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,medium,0.6964285714285714,0.8701298701298701,1,O=C(Nc1ncncn1)NS(=O)(=O)c1ccccc1,8,0.802209494641301,0.7557210345858055,2,0.7557210345858055
2026,2918,M02026,M02918,O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,O=NNC1=NCCN1Cc1ccc(Cl)nc1,medium,0.6808510638297872,0.9491525423728814,1,C1=NCCN1Cc1cccnc1,3,0.9088491513636503,0.7821261465956402,1,0.7821261465956402
2036,3578,M02036,M03578,CON=C(C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1,CON=C(C(=O)O)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1,strong,0.8363636363636363,0.9534883720930233,1,C(=NOCc1ccccc1)c1ccccc1,2,0.9466801716388252,0.8821923005872613,1,0.8821923005872613
2037,2039,M02037,M02039,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,medium,0.7678571428571429,0.8656716417910447,1,c1ccc2c(c1)CCO2,6,0.8352580650673657,0.8024209059221518,1,0.8024209059221518
2037,1992,M02037,M01992,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,medium,0.6307692307692307,0.9402985074626866,1,c1ccc2c(c1)CCO2,6,0.8352580650673657,0.738824875087315,2,0.738824875087315
2039,2037,M02039,M02037,CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,medium,0.7678571428571429,0.8656716417910447,1,c1ccc2c(c1)CCO2,6,0.8352580650673657,0.8024209059221518,1,0.8024209059221518
2039,1992,M02039,M01992,CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,medium,0.6212121212121212,0.9242424242424242,1,c1ccc2c(c1)CCO2,6,0.8352580650673657,0.7290765885479836,2,0.7290765885479836
2044,2747,M02044,M02747,CNC(=O)Oc1ccccc1OC(C)C,CNC(=O)Oc1ccccc1C(C)C,medium,0.6470588235294118,0.9333333333333333,1,c1ccccc1,802,0.21161295934610674,0.6533105713528964,1,0.6533105713528964
2049,1986,M02049,M01986,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,medium,0.6041666666666666,0.9591836734693877,1,c1ccc(OCn2cncn2)cc1,2,0.9466801716388252,0.7442979441131706,1,0.7442979441131706
2051,695,M02051,M00695,CCNc1nc(Cl)nc(N(CC)CC)n1,CCNc1nc(Cl)nc(NCC)n1,medium,0.6428571428571429,0.7948717948717948,1,c1ncncn1,40,0.6028054368020348,0.6748530499525397,1,0.6748530499525397
2053,4594,M02053,M04594,CNC(=O)Oc1cc(C)cc(C)c1C,CNC(=O)Oc1cc(C)c(C)c(C)c1.CNC(=O)Oc1cc(C)cc(C)c1C,strong,0.8709677419354839,0.7714285714285715,0,,0,0.0,0.7154377880184332,1,0.7154377880184332
2053,2407,M02053,M02407,CNC(=O)Oc1cc(C)cc(C)c1C,CNC(=O)Oc1cc(C)c(C)c(C)c1,medium,0.6129032258064516,1.0,1,c1ccccc1,802,0.21161295934610674,0.6494838793857869,1,0.6494838793857869
2054,3432,M02054,M03432,CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,COC1CC(OC2C(C)OC(OC3C(C)=CCC4CC(CC5(C=CC(C)C(C(C)C)O5)O4)OC(=O)C4C=C(C)C(O)C5OCC(=CC=CC3C)C45O)CC2OC)OC(C)C1O,strong,0.9081632653061225,0.92,1,O=C1OC2CC(CC=CC(OC3CCC(OC4CCCCO4)CO3)CC=CC=C3COC4CC=CC1C34)OC1(C=CCCO1)C2,3,0.9088491513636503,0.911225331888221,1,0.911225331888221
2054,3785,M02054,M03785,CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(NC)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,strong,0.8846153846153846,0.8909090909090909,1,O=C1OC2CC(CC=CC(OC3CCC(OC4CCCCO4)CO3)CC=CC=C3COC4CC=CC1C34)OC1(C=CCCO1)C2,3,0.9088491513636503,0.8898238762010511,2,0.8898238762010511
2054,2067,M02054,M02067,CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,CCC(C)C1OC2(CCC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,strong,0.8055555555555556,0.9423076923076923,0,,0,0.0,0.7189102564102564,3,0.7189102564102564
2056,3492,M02056,M03492,COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)[O-])n1.[Na+],COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)O)n1,medium,0.7368421052631579,0.8888888888888888,1,c1cnc(Oc2cccc(Oc3ncccn3)c2)nc1,2,0.9466801716388252,0.8063295111259406,1,0.8063295111259406
