anchor_idx,positive_idx,anchor,positive,anchor_smiles,positive_smiles,type,morgan_similarity,maccs_similarity,same_scaffold,scaffold,scaffold_size,scaffold_specificity,relation_score,rank_within_type,contrastive_weight,pair_min,pair_max
4711,4709,M04711,M04709,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,medium,0.7142857142857143,0.9361702127659575,1,O=C1CC(=O)NC(=O)N1,8,0.802209494641301,0.7829454059591131,1,0.7829454059591131,4709,4711
4663,4675,M04663,M04675,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,medium,0.7205882352941176,0.8888888888888888,1,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12,5,0.8555293230024756,0.782904561849064,1,0.782904561849064,4663,4675
3039,3101,M03039,M03101,CC(C)=CC(O)CC(C)C1CCC2(C)C3C(=O)C=C4C(CCC(O)C4(C)C)C3(C)CCC12C,CC(CC=CC(C)(C)O)C1CCC2(C)C3C(=O)C=C4C(CCC(O)C4(C)C)C3(C)CCC12C,medium,0.6716417910447762,0.9743589743589743,1,O=C1C=C2CCCCC2C2CCC3CCCC3C12,3,0.9088491513636503,0.7829021909211568,1,0.7829021909211568,3039,3101
121,397,M00121,M00397,Oc1ccc(C2Oc3cc(O)c4c(c3C2c2cc(O)cc(O)c2)C2C(c3ccc(O)cc3)c3c(O)cc5c(c3C2C4c2ccc(O)cc2)C(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)O5)cc1,Oc1ccc(C2Oc3cc(O)c4c(c3C2c2cc(O)cc(O)c2)C2c3c(O)cc5c(c3C(C4c3ccc(O)cc3)C2c2ccc(O)cc2)C(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)O5)cc1,strong,0.9024390243902439,0.9655172413793104,0,,0,0.0,0.782842724978974,1,0.782842724978974,121,397
707,765,M00707,M00765,CCNc1nc(NC(C)C)[nH]c(=O)n1,CCNc1nc(NCC)[nH]c(=O)n1,medium,0.71875,0.9047619047619048,1,O=c1ncnc[nH]1,6,0.8352580650673657,0.782729185950581,1,0.782729185950581,707,765
4076,4075,M04076,M04075,CC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1,CCC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1,medium,0.6976744186046512,0.9111111111111111,1,O=C(CN1CCCC1)c1ccc2c(c1)OCO2,3,0.9088491513636503,0.782709801645116,1,0.782709801645116,4075,4076
4495,4779,M04495,M04779,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccc(OC)c(O)c1,medium,0.723404255319149,0.8666666666666667,1,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,4,0.8795051323147839,0.7826349897053737,2,0.7826349897053737,4495,4779
4100,4374,M04100,M04374,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,CN(C)CCN(Cc1ccccc1)c1ccccn1,medium,0.7435897435897436,0.8181818181818182,1,c1ccc(CNc2ccccn2)cc1,4,0.8795051323147839,0.7826250705465183,1,0.7826250705465183,4100,4374
791,751,M00791,M00751,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,medium,0.717948717948718,0.925,1,c1ccc(CC2CCCCC2)cc1,8,0.802209494641301,0.7823506549654259,1,0.7823506549654259,751,791
2026,2918,M02026,M02918,O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,O=NNC1=NCCN1Cc1ccc(Cl)nc1,medium,0.6808510638297872,0.9491525423728814,1,C1=NCCN1Cc1cccnc1,3,0.9088491513636503,0.7821261465956402,1,0.7821261465956402,2026,2918
445,439,M00445,M00439,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,strong,0.8867924528301887,1.0,0,,0,0.0,0.7820754716981132,3,0.7820754716981132,439,445
1872,1670,M01872,M01670,CC(CO)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,CC(CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(=O)O,medium,0.7666666666666667,0.8571428571428571,1,C1=C2CCCCC2C2CCC3CCCC3C2C1,16,0.7185751418868361,0.7820719855687397,2,0.7820719855687397,1670,1872
3348,3349,M03348,M03349,CCCCCn1cc(C(=O)NC(C(N)=O)C(C)(C)C)c2ccccc21,CC(C)(C)C(NC(=O)c1cn(CCCCCF)c2ccccc12)C(N)=O,strong,0.8113207547169812,0.8545454545454545,1,c1ccc2[nH]ccc2c1,63,0.5442457568182516,0.78206567998929,1,0.78206567998929,3348,3349
4397,4394,M04397,M04394,CCCCCn1cc(C(=O)c2ccccc2OC)c2ccccc21,CCCCCn1cc(C(=O)c2ccc(OC)cc2)c2ccccc21,medium,0.7,0.9347826086956522,1,O=C(c1ccccc1)c1c[nH]c2ccccc12,5,0.8555293230024756,0.7820250506242843,1,0.7820250506242843,4394,4397
1243,242,M01243,M00242,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,medium,0.7333333333333333,1.0,1,O=c1cc(-c2ccccc2)oc2ccccc12,37,0.6127978022039184,0.7819196703305877,1,0.7819196703305877,242,1243
1243,1238,M01243,M01238,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,medium,0.7333333333333333,1.0,1,O=c1cc(-c2ccccc2)oc2ccccc12,37,0.6127978022039184,0.7819196703305877,2,0.7819196703305877,1238,1243
1165,1163,M01165,M01163,C=C1C(=O)OC2C3C(CO)=CC(=O)C3=C(C)CC(O)C12,C=C1C(=O)OC2C3C(COC(=O)C(=O)O)=CC(=O)C3=C(C)CC(O)C12,medium,0.7090909090909091,0.8974358974358975,1,C=C1C(=O)OC2C3C=CC(=O)C3=CCCC12,4,0.8795051323147839,0.7817392896607375,1,0.7817392896607375,1163,1165
957,956,M00957,M00956,CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7OC7OC(C)C(O)C(O)C7O)CCC6(C)C5CCC43C)N2C1,CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC7OC(C)C(O)C(O)C7O)CCC6(C)C5CCC43C)N2C1,strong,0.8928571428571429,0.9836065573770492,0,,0,0.0,0.7816159250585479,1,0.7816159250585479,956,957
831,1966,M00831,M01966,Cc1cc(C)nc(Nc2ccccc2)n1,CC#Cc1cc(C)nc(Nc2ccccc2)n1,medium,0.6666666666666666,0.9583333333333334,1,c1ccc(Nc2ncccn2)cc1,2,0.9466801716388252,0.781585359079157,1,0.781585359079157,831,1966
169,116,M00169,M00116,OCC1OC(O)C(O)C1O,OCC1OC(O)C(O)C(O)C1O,strong,0.9411764705882353,0.8666666666666667,0,,0,0.0,0.7813725490196078,1,0.7813725490196078,116,169
2374,2368,M02374,M02368,CC[N+]1([O-])CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,CC[N+]1([O-])CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,medium,0.6825396825396826,0.9186046511627907,1,O=C(NCC1CCC[NH2+]1)c1ccccc1,2,0.9466801716388252,0.7811769980603309,1,0.7811769980603309,2368,2374
327,328,M00327,M00328,COc1cc(-c2[o+]c3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1O,strong,0.8947368421052632,0.9761904761904762,0,,0,0.0,0.780889724310777,2,0.780889724310777,327,328
1614,1618,M01614,M01618,Nc1nc2c(ncn2C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,medium,0.7384615384615385,0.92,1,O=c1[nH]cnc2c1ncn2C1CCCO1,16,0.7185751418868361,0.7808631943599486,1,0.7808631943599486,1614,1618
2360,664,M02360,M00664,O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,medium,0.7567567567567568,0.8484848484848485,1,c1ccc(Nc2ccccc2)cc1,11,0.7643784743661259,0.7808320373301851,1,0.7808320373301851,664,2360
446,447,M00446,M00447,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,strong,0.8846153846153846,1.0,0,,0,0.0,0.7807692307692308,2,0.7807692307692308,446,447
1443,2127,M01443,M02127,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,CCC=CCC=CCC=CCC=CCCCCC(=O)O,strong,0.8846153846153846,1.0,0,,0,0.0,0.7807692307692308,1,0.7807692307692308,1443,2127
1248,1249,M01248,M01249,C=CC(O)CC(=NOS(=O)(=O)O)SC1OC(CO)C(O)C(O)C1O,C=CCC(=NOS(=O)(=O)O)SC1OC(CO)C(O)C(O)C1O,medium,0.7254901960784313,0.9838709677419355,1,C1CCOCC1,25,0.6627017793637848,0.7806671264871103,1,0.7806671264871103,1248,1249
1844,1684,M01844,M01684,CC(CC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(CC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,medium,0.7272727272727273,1.0,1,C1CCC2C(C1)CCC1C3CCCC3CCC21,33,0.6274242932504864,0.7804772803512092,1,0.7804772803512092,1684,1844
3106,3122,M03106,M03122,CC1(C)CCCC2(COC(=O)C=Cc3ccc(O)c(O)c3)C1CCC13CC(CCC12)C(O)(CO)C3,CC1(C)CCCC2(CO)C1CCC13CC(CCC12)C(O)(COC(=O)C=Cc1ccc(O)c(O)c1)C3,strong,0.8840579710144928,1.0,0,,0,0.0,0.7804347826086957,1,0.7804347826086957,3106,3122
3509,4461,M03509,M04461,COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,medium,0.7076923076923077,0.8548387096774194,1,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,2,0.9466801716388252,0.7803270877805633,1,0.7803270877805633,3509,4461
3049,3059,M03049,M03059,CC(C)=CCc1c2c(c(O)c3c1OC14C(=CC5CC1C(C)(C)OC4(CC=C(C)C(=O)O)C5=O)C3=O)C=CC(C)(C)O2,CC(C)=CCCC(C)=CCC1=Cc2c(O)c3c(c(CC=C(C)C)c2OC1O)OC12C(=CC4CC1C(C)(C)OC2(CC=C(C)C(=O)O)C4=O)C3=O,medium,0.6966292134831461,0.9038461538461539,1,O=C1C2=CC3CC4COC(C3=O)C24Oc2cc3c(cc21)C=CCO3,3,0.9088491513636503,0.7802664392559736,1,0.7802664392559736,3049,3059
4570,4571,M04570,M04571,COc1cccc(C2(O)CCCCC2CN)c1,CNCC1CCCCC1(O)c1cccc(OC)c1,medium,0.7391304347826086,0.8809523809523809,1,c1ccc(C2CCCCC2)cc1,10,0.7758207207981391,0.7800894642273813,1,0.7800894642273813,4570,4571
3417,2855,M03417,M02855,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,Clc1cccc(Cl)c1NC1=NCCN1,medium,0.6571428571428571,0.975,1,c1ccc(NC2=NCCN2)cc1,2,0.9466801716388252,0.780037740031538,1,0.780037740031538,2855,3417
2847,4779,M02847,M04779,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccc(OC)c(O)c1,medium,0.7,0.9111111111111111,1,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,4,0.8795051323147839,0.7797035476249954,1,0.7797035476249954,2847,4779
3281,905,M03281,M00905,CNCCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,medium,0.7407407407407407,0.8269230769230769,1,c1ccc(C2OCc3ccccc32)cc1,5,0.8555293230024756,0.7795046121255849,1,0.7795046121255849,905,3281
1117,1301,M01117,M01301,O=c1c(O)c(-c2ccc(OS(=O)(=O)O)c(O)c2)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2cc(O)c(OS(=O)(=O)O)c(O)c2)oc2cc(O)cc(O)c12,medium,0.7291666666666666,1.0,1,O=c1cc(-c2ccccc2)oc2ccccc12,37,0.6127978022039184,0.7794196703305878,2,0.7794196703305878,1117,1301
799,4573,M00799,M04573,COc1cccc(C2(O)CCCCC2CN(C)C)c1,CN(C)CC1CCCCC1(O)c1cccc(O)c1,medium,0.717391304347826,0.9302325581395349,1,c1ccc(C2CCCCC2)cc1,10,0.7758207207981391,0.7793660302633002,1,0.7793660302633002,799,4573
149,1726,M00149,M01726,C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,medium,0.711864406779661,0.8409090909090909,1,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,2,0.9466801716388252,0.7793479425408931,1,0.7793479425408931,149,1726
3980,3974,M03980,M03974,CCCCCn1cc(C(=O)c2cccc3ccccc23)c2cc(O)ccc21,CCCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,medium,0.7916666666666666,0.8536585365853658,1,O=C(c1cccc2ccccc12)c1c[nH]c2ccccc12,39,0.6060525864057348,0.7793225221072017,2,0.7793225221072017,3974,3980
3974,3981,M03974,M03981,CCCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,CCCCCn1cc(C(=O)c2cccc3ccccc23)c2ccc(O)cc21,medium,0.7916666666666666,0.8536585365853658,1,O=C(c1cccc2ccccc12)c1c[nH]c2ccccc12,39,0.6060525864057348,0.7793225221072017,2,0.7793225221072017,3974,3981
1164,1162,M01164,M01162,CC1=C2C(=O)C=C(CO)C2C2OC(=O)C(C)C2C(O)C1,CC1=C2C(=O)C=C(COC(=O)C(=O)O)C2C2OC(=O)C(C)C2C(O)C1,medium,0.7037037037037037,0.9,1,O=C1CC2CCC=C3C(=O)C=CC3C2O1,4,0.8795051323147839,0.7791479920694399,1,0.7791479920694399,1162,1164
4026,3881,M04026,M03881,CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],medium,0.75,0.9298245614035088,1,c1ccc(Oc2ccccc2)cc1,29,0.6438836066809098,0.7790386813530136,1,0.7790386813530136,3881,4026
1414,2742,M01414,M02742,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CCCCCCOC(=O)c1ccccc1C(=O)OCC(CC)CCCC,strong,0.8421052631578947,0.9666666666666667,1,c1ccccc1,802,0.21161295934610674,0.7786717684633194,1,0.7786717684633194,1414,2742
4631,4630,M04631,M04630,CC1(C)C(C(=O)c2cn(CCCC(F)(F)F)c3ccccc23)C1(C)C,CC(F)CCCn1cc(C(=O)C2C(C)(C)C2(C)C)c2ccccc21,medium,0.7,0.9069767441860465,1,O=C(c1c[nH]c2ccccc12)C1CC1,4,0.8795051323147839,0.7786699558937292,2,0.7786699558937292,4630,4631
4130,776,M04130,M00776,COC(=O)C(c1ccccc1)C1CCCCN1,O=C(O)C(c1ccccc1)C1CCCCN1,medium,0.717948717948718,0.8235294117647058,1,c1ccc(CC2CCCCN2)cc1,2,0.9466801716388252,0.778653609456231,1,0.778653609456231,776,4130
4609,4630,M04609,M04630,CCCCCn1cc(C(=O)C2C(C)(C)C2(C)C)c2ccccc21,CC(F)CCCn1cc(C(=O)C2C(C)(C)C2(C)C)c2ccccc21,medium,0.7083333333333334,0.8863636363636364,1,O=C(c1c[nH]c2ccccc12)C1CC1,4,0.8795051323147839,0.7785166789381267,2,0.7785166789381267,4609,4630
764,639,M00764,M00639,CCNc1nc(NCC)nc(OC)n1,CCNc1nc(NC(C)C)nc(OC)n1,medium,0.75,0.9523809523809523,1,c1ncncn1,40,0.6028054368020348,0.7785160536155433,1,0.7785160536155433,639,764
1577,1613,M01577,M01613,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,Nc1nc2c(ncn2C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,medium,0.734375,0.92,1,O=c1[nH]cnc2c1ncn2C1CCCO1,16,0.7185751418868361,0.7784112712830255,2,0.7784112712830255,1577,1613
4019,4017,M04019,M04017,CCCCCn1cc(C(=O)c2ccc(F)c3ccccc23)c2ccccc21,CCCCCn1cc(C(=O)c2ccc(Br)c3ccccc23)c2ccccc21,medium,0.75,0.95,1,O=C(c1cccc2ccccc12)c1c[nH]c2ccccc12,39,0.6060525864057348,0.7784078879608602,1,0.7784078879608602,4017,4019
4019,4018,M04019,M04018,CCCCCn1cc(C(=O)c2ccc(F)c3ccccc23)c2ccccc21,CCCCCn1cc(C(=O)c2ccc(Cl)c3ccccc23)c2ccccc21,medium,0.75,0.95,1,O=C(c1cccc2ccccc12)c1c[nH]c2ccccc12,39,0.6060525864057348,0.7784078879608602,2,0.7784078879608602,4018,4019
4018,4017,M04018,M04017,CCCCCn1cc(C(=O)c2ccc(Cl)c3ccccc23)c2ccccc21,CCCCCn1cc(C(=O)c2ccc(Br)c3ccccc23)c2ccccc21,medium,0.75,0.95,1,O=C(c1cccc2ccccc12)c1c[nH]c2ccccc12,39,0.6060525864057348,0.7784078879608602,1,0.7784078879608602,4017,4018
3878,3634,M03878,M03634,Nc1ccc2c(c1)C(c1ccccc1F)=NCC(=O)N2,Nc1ccc2c(c1)C(c1ccccc1Cl)=NCC(=O)N2,medium,0.7333333333333333,0.9555555555555556,1,O=C1CN=C(c2ccccc2)c2ccccc2N1,25,0.6627017793637848,0.7782941557934566,1,0.7782941557934566,3634,3878
329,328,M00329,M00328,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OCC(O)C(O)C2O)ccc1O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1O,medium,0.7096774193548387,0.9285714285714286,1,c1ccc(-c2[o+]c3ccccc3cc2OC2CCCCO2)cc1,8,0.802209494641301,0.7782807329519555,1,0.7782807329519555,328,329
2968,2967,M02968,M02967,CC=C1C2C=C(C)CC1(NC)c1ccc(=O)[nH]c1C2,CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2,medium,0.68,0.9130434782608695,1,C=C1C2C=CCC1c1ccc(=O)[nH]c1C2,2,0.9466801716388252,0.7782628953110412,1,0.7782628953110412,2967,2968
232,231,M00232,M00231,CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,medium,0.7450980392156863,0.9473684210526315,1,C1CCC2C(C1)CCC1C3CCCC3CCC21,33,0.6274242932504864,0.7780145727801426,2,0.7780145727801426,231,232
466,467,M00466,M00467,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,strong,0.88,1.0,0,,0,0.0,0.778,1,0.778,466,467
3935,2619,M03935,M02619,CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,medium,0.6976744186046512,0.8695652173913043,1,O=C(Cc1ccccc1)OC1CC2CCC(C1)N2,2,0.9466801716388252,0.7779979812564406,1,0.7779979812564406,2619,3935
3159,3162,M03159,M03162,CCC(C)C(=O)C1=C(O)OC2=C(C(CC(=O)O)c3ccccc3)C(C)(C)C(CCC(C)(C)OC(=O)C(F)(F)F)CC2(CC=C(C)C)C1=O,CCC(C)C(=O)C1=C(O)OC2=C(C(CC(=O)O)c3ccccc3)C(C)(C)C(CC=C(C)C)CC2(CC=C(C)C)C1=O,medium,0.7407407407407407,0.8431372549019608,1,O=C1C=COC2=C(Cc3ccccc3)CCCC12,7,0.8176983027273006,0.7778835035790297,2,0.7778835035790297,3159,3162
4529,4271,M04529,M04271,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,medium,0.7111111111111111,0.9318181818181818,1,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1,9,0.7883542836784342,0.7778743546729773,1,0.7778743546729773,4271,4529
1170,1167,M01170,M01167,C=C1C(=O)OC2C1CCC(C)=C1C(=O)C=C(CO)C12,C=C1C(=O)OC2C1CCC(C)=C1C(=O)C=C(COC(=O)C(=O)O)C12,medium,0.7037037037037037,0.8947368421052632,1,C=C1C(=O)OC2C3C=CC(=O)C3=CCCC12,4,0.8795051323147839,0.7778322025957556,1,0.7778322025957556,1167,1170
4277,3867,M04277,M03867,O=C1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1,O=C1CN=C(c2ccccc2F)c2cc(Br)ccc2N1,medium,0.7333333333333333,0.9534883720930233,1,O=C1CN=C(c2ccccc2)c2ccccc2N1,25,0.6627017793637848,0.7777773599278235,2,0.7777773599278235,3867,4277
3867,3888,M03867,M03888,O=C1CN=C(c2ccccc2F)c2cc(Br)ccc2N1,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1,medium,0.7333333333333333,0.9534883720930233,1,O=C1CN=C(c2ccccc2)c2ccccc2N1,25,0.6627017793637848,0.7777773599278235,1,0.7777773599278235,3867,3888
4670,807,M04670,M00807,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,medium,0.7142857142857143,0.96,1,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,15,0.7265474540909509,0.7775535466850713,1,0.7775535466850713,807,4670
4590,4271,M04590,M04271,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,medium,0.7272727272727273,0.8913043478260869,1,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1,9,0.7883542836784342,0.7774428658719231,1,0.7774428658719231,4271,4590
4127,4391,M04127,M04391,CNc1c(C)n(C)n(-c2ccccc2)c1=O,Cc1c(NC(C)C)c(=O)n(-c2ccccc2)n1C,medium,0.6944444444444444,0.9767441860465116,1,O=c1cc[nH]n1-c1ccccc1,10,0.7758207207981391,0.7772258212980154,1,0.7772258212980154,4127,4391
357,19,M00357,M00019,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(OC5OC(C)C(O)C(O)C5O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,strong,0.8888888888888888,0.975,0,,0,0.0,0.7770833333333333,2,0.7770833333333333,19,357
2213,2202,M02213,M02202,CCNc1nc(NC(C)C)nc(SC)n1,CCNc1nc(NCC)nc(SC)n1,medium,0.75,0.9459459459459459,1,c1ncncn1,40,0.6028054368020348,0.7769073020067917,1,0.7769073020067917,2202,2213
2073,4386,M02073,M04386,Cc1cnc2c(C(=O)O)c(Cl)ccc2c1,O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,medium,0.7222222222222222,0.9629629629629629,1,c1ccc2ncccc2c1,21,0.6846698721617894,0.7767745548983425,1,0.7767745548983425,2073,4386
865,808,M00865,M00808,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,medium,0.7049180327868853,0.9782608695652174,1,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,15,0.7265474540909509,0.7764981551770782,1,0.7764981551770782,808,865
1637,1416,M01637,M01416,Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1,NCCOP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,medium,0.7454545454545455,0.88,1,O=c1ncccn1C1CCCO1,15,0.7265474540909509,0.7762548453863699,1,0.7762548453863699,1416,1637
2912,4167,M02912,M04167,COc1ccc2c3c1OC1C(OC4OC(C(=O)O)C(O)C(O)C4O)C=CC4C(C2)N(C)CCC341,COc1ccc2c3c1OC1C(OC4OC(C(=O)O)C(O)C(O)C4O)C=CC4C(C2)NCCC341,medium,0.7236842105263158,0.8,1,C1=CC2C3Cc4cccc5c4C2(CCN3)C(O5)C1OC1CCCCO1,2,0.9466801716388252,0.7762125520616133,1,0.7762125520616133,2912,4167
1251,1248,M01251,M01248,C=CCCC(=NOS(=O)(=O)O)SC1OC(CO)C(O)C(O)C1O,C=CC(O)CC(=NOS(=O)(=O)O)SC1OC(CO)C(O)C(O)C1O,medium,0.7307692307692307,0.953125,1,C1CCOCC1,25,0.6627017793637848,0.7761480553661062,2,0.7761480553661062,1248,1251
1346,1175,M01346,M01175,Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1,O=C(O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1,medium,0.7368421052631579,0.9285714285714286,1,c1ccc(OC2CCCCO2)cc1,22,0.6788243374826469,0.7760717709231489,1,0.7760717709231489,1175,1346
1404,109,M01404,M00109,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(OP(=O)(O)O)C1O,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1OP(=O)(O)O,medium,0.7368421052631579,0.9411764705882353,1,c1ncc2ncn(C3CCCO3)c2n1,26,0.6577388176437765,0.77606020345152,1,0.77606020345152,109,1404
4010,3781,M04010,M03781,CCCCCn1cc(C(=O)c2ccc(CC)c3ccccc23)c2ccccc21,CCc1ccc(C(=O)c2cn(CCCCCF)c3ccccc23)c2ccccc12,strong,0.8085106382978723,0.8,1,O=C(c1cccc2ccccc12)c1c[nH]c2ccccc12,39,0.6060525864057348,0.7760142709395836,1,0.7760142709395836,3781,4010
3583,3584,M03583,M03584,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,N=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,medium,0.6808510638297872,0.9016393442622951,1,N=C1CNC(c2ccccc2)=c2ccccc2=N1,2,0.9466801716388252,0.7759225001092699,1,0.7759225001092699,3583,3584
